sketcher,refiner,load_dir,gcd,finetune,baseline,use_backup,precision,recall,f1,executable_precision,executable_recall,executable_f1,executable_rate,parsing_errors_rate,execution_errors_rate
gpt-3.5-turbo,llama-3-8b,outputs_1,False,False,False,False,0.7111384783798577,0.43842364532019706,0.4901640231689493,0.7060507671633667,0.6267605633802817,0.6066515383126955,0.6995073891625616,0.22167487684729065,0.07881773399014778
gpt-3.5-turbo,llama-3-8b,outputs_2,False,False,False,False,0.6988988698927847,0.4433497536945813,0.48232625297474124,0.6935294117647058,0.6,0.577682570593963,0.7389162561576355,0.21182266009852216,0.04926108374384237
gpt-3.5-turbo,llama-3-8b,outputs_3,False,False,False,False,0.7398989823368819,0.46798029556650245,0.5208241184637468,0.7330321769206584,0.6551724137931034,0.6377701701839633,0.7142857142857143,0.22167487684729065,0.06403940886699508
gpt-4o,llama-3-8b,outputs_1,False,False,False,True,0.785284573701045,0.7389162561576355,0.7413768613146052,0.7977933977516789,0.7333333333333333,0.7332944463379246,0.8866995073891626,0.10344827586206896,0.009852216748768473
gpt-4o,llama-3-8b,outputs_2,False,False,False,True,0.7703238388698547,0.7339901477832512,0.7371610520125259,0.7717730701310977,0.7262569832402235,0.7278346807688776,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-3-8b,outputs_3,False,False,False,True,0.7842075379685884,0.7487684729064039,0.7499463681729691,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-4o,llama-3-8b,outputs_1,False,False,False,False,0.7994219898324167,0.6502463054187192,0.6867540119496074,0.7977933977516789,0.7333333333333333,0.7332944463379246,0.8866995073891626,0.10344827586206896,0.009852216748768473
gpt-4o,llama-3-8b,outputs_2,False,False,False,False,0.7735334842231395,0.6403940886699507,0.680049068807851,0.7717730701310977,0.7262569832402235,0.7278346807688776,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-3-8b,outputs_3,False,False,False,False,0.7829463273337081,0.6305418719211823,0.6712423114057622,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-3.5-turbo,llama-3-8b,outputs_1,False,True,False,True,0.6557882503063129,0.6354679802955665,0.6334732156086539,0.7207061655986386,0.6388888888888888,0.6188338519418668,0.7093596059113301,0.20689655172413793,0.08374384236453201
gpt-3.5-turbo,llama-3-8b,outputs_2,False,True,False,True,0.6257381988617342,0.5960591133004927,0.5933183769517903,0.7049575621545434,0.610738255033557,0.5924658883339242,0.7339901477832512,0.18226600985221675,0.08374384236453201
gpt-3.5-turbo,llama-3-8b,outputs_3,False,True,False,True,0.6433394192014882,0.6206896551724138,0.6177096563114445,0.7300181878306877,0.6388888888888888,0.6205152142100216,0.7093596059113301,0.22167487684729065,0.06896551724137931
gpt-3.5-turbo,llama-3-8b,outputs_1,False,True,False,False,0.7265777110048522,0.45320197044334976,0.50507467354758,0.7207061655986386,0.6388888888888888,0.6188338519418668,0.7093596059113301,0.20689655172413793,0.08374384236453201
gpt-3.5-turbo,llama-3-8b,outputs_2,False,True,False,False,0.7076158478646504,0.4482758620689655,0.49545852414228686,0.7049575621545434,0.610738255033557,0.5924658883339242,0.7339901477832512,0.18226600985221675,0.08374384236453201
gpt-3.5-turbo,llama-3-8b,outputs_3,False,True,False,False,0.7376671358198451,0.45320197044334976,0.5043863117538474,0.7300181878306877,0.6388888888888888,0.6205152142100216,0.7093596059113301,0.22167487684729065,0.06896551724137931
gpt-4o,llama-3-8b,outputs_1,False,True,False,True,0.785284573701045,0.7389162561576355,0.7413768613146052,0.7964645864324932,0.7318435754189944,0.7314501418641371,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-3-8b,outputs_2,False,True,False,True,0.7612396048337364,0.729064039408867,0.731110223383719,0.7587192571215101,0.7191011235955056,0.7185159628270412,0.8768472906403941,0.09852216748768473,0.024630541871921183
gpt-4o,llama-3-8b,outputs_3,False,True,False,True,0.7842075379685884,0.7487684729064039,0.7499463681729691,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-4o,llama-3-8b,outputs_1,False,True,False,False,0.7988775714380997,0.645320197044335,0.6824674334343538,0.7964645864324932,0.7318435754189944,0.7314501418641371,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-3-8b,outputs_2,False,True,False,False,0.7625450180072029,0.6305418719211823,0.6681224925092681,0.7587192571215101,0.7191011235955056,0.7185159628270412,0.8768472906403941,0.09852216748768473,0.024630541871921183
gpt-4o,llama-3-8b,outputs_3,False,True,False,False,0.7829463273337081,0.6305418719211823,0.6712423114057622,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-3.5-turbo,gpt-3.5-turbo,outputs_1,False,False,False,True,0.6494857263792234,0.625615763546798,0.6219435244287854,0.7075463467216044,0.6216216216216216,0.5994554565840375,0.729064039408867,0.18226600985221675,0.08866995073891626
gpt-3.5-turbo,gpt-3.5-turbo,outputs_2,False,False,False,True,0.6067207024653833,0.5714285714285714,0.5668620139198551,0.6970138851296486,0.5909090909090909,0.5708806731832581,0.7586206896551724,0.14285714285714285,0.09852216748768473
gpt-3.5-turbo,gpt-3.5-turbo,outputs_3,False,False,False,True,0.6435503745378719,0.6157635467980296,0.6122817309379995,0.7211338806787083,0.6266666666666667,0.6073765644897329,0.7389162561576355,0.1724137931034483,0.08866995073891626
gpt-3.5-turbo,gpt-3.5-turbo,outputs_1,False,False,False,False,0.7116474787999849,0.45320197044334976,0.4972571496400804,0.7075463467216044,0.6216216216216216,0.5994554565840375,0.729064039408867,0.18226600985221675,0.08866995073891626
gpt-3.5-turbo,gpt-3.5-turbo,outputs_2,False,False,False,False,0.6975373658106798,0.4482758620689655,0.4873890828747739,0.6970138851296486,0.5909090909090909,0.5708806731832581,0.7586206896551724,0.14285714285714285,0.09852216748768473
gpt-3.5-turbo,gpt-3.5-turbo,outputs_3,False,False,False,False,0.7255464421202488,0.4630541871921182,0.5075368734542552,0.7211338806787083,0.6266666666666667,0.6073765644897329,0.7389162561576355,0.1724137931034483,0.08866995073891626
gpt-3.5-turbo,gpt-3.5-turbo,outputs_1,False,False,False,True,0.6395393878152499,0.6009852216748769,0.6002391705281284,0.768747722840181,0.6225165562913907,0.6089896764413884,0.7438423645320197,0.1477832512315271,0.10837438423645321
gpt-3.5-turbo,gpt-3.5-turbo,outputs_1,False,False,False,False,0.7692859534171888,0.4630541871921182,0.51287055319321,0.768747722840181,0.6225165562913907,0.6089896764413884,0.7438423645320197,0.1477832512315271,0.10837438423645321
gpt-4o,gpt-4o,outputs_1,False,False,False,True,0.7943149673662568,0.7487684729064039,0.751755415771139,0.8038499905891211,0.7371428571428571,0.7378830299760533,0.8620689655172413,0.09359605911330049,0.04433497536945813
gpt-4o,gpt-4o,outputs_2,False,False,False,True,0.7763638988617072,0.7438423645320197,0.7469197293888001,0.770696171188782,0.7298850574712644,0.7305091389989883,0.8571428571428571,0.09359605911330049,0.04926108374384237
gpt-4o,gpt-4o,outputs_3,False,False,False,True,0.790273336463434,0.7586206896551724,0.7598297498120751,0.7823978347234161,0.7383720930232558,0.7361803248431156,0.8472906403940886,0.09852216748768473,0.054187192118226604
gpt-4o,gpt-4o,outputs_1,False,False,False,False,0.8048526467285837,0.6354679802955665,0.6806393274509798,0.8038499905891211,0.7371428571428571,0.7378830299760533,0.8620689655172413,0.09359605911330049,0.04433497536945813
gpt-4o,gpt-4o,outputs_2,False,False,False,False,0.7750041888676654,0.625615763546798,0.6707295737228437,0.770696171188782,0.7298850574712644,0.7305091389989883,0.8571428571428571,0.09359605911330049,0.04926108374384237
gpt-4o,gpt-4o,outputs_3,False,False,False,False,0.7861252048444166,0.625615763546798,0.6715290381125226,0.7823978347234161,0.7383720930232558,0.7361803248431156,0.8472906403940886,0.09852216748768473,0.054187192118226604
gpt-3.5-turbo,gpt-3.5-turbo,outputs_1,False,False,LogicLM (GPT-3.5-Turbo + GPT-3.5-Turbo),True,0.6145098039215686,0.6127450980392157,0.6130642427356688,0.6741071428571428,0.6171875,0.5994073275862069,0.6274509803921569,0.23529411764705882,0.13725490196078433
gpt-3.5-turbo,gpt-3.5-turbo,outputs_1,False,False,LogicLM (GPT-3.5-Turbo + GPT-3.5-Turbo),False,0.6735819327731092,0.3872549019607843,0.45892299758970106,0.6741071428571428,0.6171875,0.5994073275862069,0.6274509803921569,0.23529411764705882,0.13725490196078433
gpt-3.5-turbo,gpt-3.5-turbo,outputs_1,False,False,CoT(GPT-3.5-Turbo),False,0.590678992309997,0.5735294117647058,0.5189130887156941,,,,,,
gpt-4o,gpt-4o,outputs_1,False,False,CoT(GPT-4o),False,0.7274162214667315,0.7241379310344828,0.7160948981016391,,,,,,
gpt-3.5-turbo,gpt-3.5-turbo,outputs_2,False,False,LogicLM (GPT-3.5-Turbo + GPT-3.5-Turbo),True,0.6398639515109231,0.6372549019607843,0.6375907814295237,0.7483602372255608,0.6666666666666666,0.6526832955404385,0.6176470588235294,0.24019607843137256,0.14215686274509803
gpt-3.5-turbo,gpt-3.5-turbo,outputs_2,False,False,LogicLM (GPT-3.5-Turbo + GPT-3.5-Turbo),False,0.7459349593495935,0.4117647058823529,0.49608040819105736,0.7483602372255608,0.6666666666666666,0.6526832955404385,0.6176470588235294,0.24019607843137256,0.14215686274509803
gpt-3.5-turbo,gpt-3.5-turbo,outputs_2,False,False,CoT(GPT-3.5-Turbo),False,0.590678992309997,0.5735294117647058,0.5189130887156941,,,,,,
gpt-4o,gpt-4o,outputs_2,False,False,CoT(GPT-4o),False,0.7274162214667315,0.7241379310344828,0.7160948981016391,,,,,,
gpt-3.5-turbo,gpt-3.5-turbo,outputs_3,False,False,LogicLM (GPT-3.5-Turbo + GPT-3.5-Turbo),True,0.6253528725464778,0.6225490196078431,0.6231129185385055,0.7273076923076924,0.6615384615384615,0.6512334814472849,0.6372549019607843,0.23039215686274508,0.1323529411764706
gpt-3.5-turbo,gpt-3.5-turbo,outputs_3,False,False,LogicLM (GPT-3.5-Turbo + GPT-3.5-Turbo),False,0.7222689075630253,0.4215686274509804,0.5065217644655158,0.7273076923076924,0.6615384615384615,0.6512334814472849,0.6372549019607843,0.23039215686274508,0.1323529411764706
gpt-3.5-turbo,gpt-3.5-turbo,outputs_3,False,False,CoT(GPT-3.5-Turbo),False,0.590678992309997,0.5735294117647058,0.5189130887156941,,,,,,
gpt-4o,gpt-4o,outputs_3,False,False,CoT(GPT-4o),False,0.7274162214667315,0.7241379310344828,0.7160948981016391,,,,,,
